name,city,place,prize
Шамкович 1957,Сеговия,1,16000000
Шамкович 1957,Сеговия,1,16000000
Шамкович 1957,Сеговия,2,8000000
Шамкович 1957,Сеговия,2,8000000
Шамкович 1957,Сеговия,2,8000000
Шамкович 1957,Сеговия,2,8000000
Шамкович 1957,Сеговия,3,4000000
Шамкович 1957,Сеговия,3,4000000
Шамкович 1957,Сеговия,3,4000000
Шамкович 1957,Сеговия,3,4000000
Шамкович 1957,Сеговия,4,2000000
Шамкович 1957,Сеговия,4,2000000
Шамкович 1957,Сеговия,4,2000000
Шамкович 1957,Сеговия,4,2000000
Шамкович 1957,Сеговия,5,1000000
Шамкович 1957,Сеговия,5,1000000
Шамкович 1957,Сеговия,5,1000000
Шамкович 1957,Сеговия,5,1000000
Шамкович 1957,Сеговия,6,500000
Шамкович 1957,Сеговия,6,500000
Шамкович 1957,Сеговия,6,500000
Шамкович 1957,Сеговия,6,500000
Дортмунд 1963,Махадаонда,0,44000000
Дортмунд 1963,Махадаонда,0,44000000
Дортмунд 1963,Махадаонда,0,44000000
Дортмунд 1963,Махадаонда,0,44000000
Дортмунд 1963,Махадаонда,1,22000000
Дортмунд 1963,Махадаонда,1,22000000
Дортмунд 1963,Махадаонда,1,22000000
Дортмунд 1963,Махадаонда,1,22000000
Дортмунд 1963,Махадаонда,2,11000000
Дортмунд 1963,Махадаонда,2,11000000
Дортмунд 1963,Махадаонда,2,11000000
Дортмунд 1963,Махадаонда,2,11000000
Дортмунд 1963,Махадаонда,3,5500000
Дортмунд 1963,Махадаонда,3,5500000
Дортмунд 1963,Махадаонда,3,5500000
Дортмунд 1963,Махадаонда,3,5500000
Дортмунд 1963,Махадаонда,4,2750000
Дортмунд 1963,Махадаонда,4,2750000
Дортмунд 1963,Махадаонда,4,2750000
Дортмунд 1963,Махадаонда,4,2750000
Дортмунд 1963,Махадаонда,5,1375000
Дортмунд 1963,Махадаонда,5,1375000
Дортмунд 1963,Махадаонда,5,1375000
Дортмунд 1963,Махадаонда,5,1375000
Дортмунд 1963,Махадаонда,6,687500
Дортмунд 1963,Махадаонда,6,687500
Дортмунд 1963,Махадаонда,6,687500
Дортмунд 1963,Махадаонда,6,687500
Дортмунд 1963,Махадаонда,7,343750
Дортмунд 1963,Махадаонда,7,343750
Дортмунд 1963,Махадаонда,7,343750
Дортмунд 1963,Махадаонда,7,343750
Дортмунд 1963,Махадаонда,8,171875
Дортмунд 1963,Махадаонда,8,171875
Дортмунд 1963,Махадаонда,8,171875
Дортмунд 1963,Махадаонда,8,171875
Дортмунд 1963,Махадаонда,9,85938
Дортмунд 1963,Махадаонда,9,85938
Дортмунд 1963,Махадаонда,9,85938
Дортмунд 1963,Махадаонда,9,85938
Дортмунд 1963,Махадаонда,10,42969
Дортмунд 1963,Махадаонда,10,42969
Дортмунд 1963,Махадаонда,10,42969
Дортмунд 1963,Махадаонда,10,42969
Дортмунд 1963,Махадаонда,11,21484
Дортмунд 1963,Махадаонда,11,21484
Дортмунд 1963,Махадаонда,11,21484
Дортмунд 1963,Махадаонда,11,21484
Дортмунд 1963,Махадаонда,12,10742
Дортмунд 1963,Махадаонда,12,10742
Дортмунд 1963,Махадаонда,12,10742
Дортмунд 1963,Махадаонда,12,10742
Дортмунд 1963,Махадаонда,13,5371
Дортмунд 1963,Махадаонда,13,5371
Дортмунд 1963,Махадаонда,13,5371
Дортмунд 1963,Махадаонда,13,5371
Сент-Луис 2021,Эльче,0,50000000
Сент-Луис 2021,Эльче,0,50000000
Сент-Луис 2021,Эльче,0,50000000
Сент-Луис 2021,Эльче,0,50000000
Сент-Луис 2021,Эльче,1,25000000
Сент-Луис 2021,Эльче,1,25000000
Сент-Луис 2021,Эльче,1,25000000
Сент-Луис 2021,Эльче,1,25000000
Сент-Луис 2021,Эльче,2,12500000
Сент-Луис 2021,Эльче,2,12500000
Сент-Луис 2021,Эльче,2,12500000
Сент-Луис 2021,Эльче,2,12500000
Сент-Луис 2021,Эльче,3,6250000
Сент-Луис 2021,Эльче,3,6250000
Сент-Луис 2021,Эльче,3,6250000
Сент-Луис 2021,Эльче,3,6250000
Сент-Луис 2021,Эльче,4,3125000
Сент-Луис 2021,Эльче,4,3125000
Сент-Луис 2021,Эльче,4,3125000
Сент-Луис 2021,Эльче,4,3125000
Сент-Луис 2021,Эльче,5,1562500
Сент-Луис 2021,Эльче,5,1562500
Сент-Луис 2021,Эльче,5,1562500
Сент-Луис 2021,Эльче,5,1562500
Сент-Луис 2021,Эльче,6,781250
Сент-Луис 2021,Эльче,6,781250
Сент-Луис 2021,Эльче,6,781250
Сент-Луис 2021,Эльче,6,781250
Сент-Луис 2021,Эльче,7,390625
Сент-Луис 2021,Эльче,7,390625
Сент-Луис 2021,Эльче,7,390625
Сент-Луис 2021,Эльче,7,390625
Сент-Луис 2021,Эльче,8,195312
Сент-Луис 2021,Эльче,8,195312
Сент-Луис 2021,Эльче,8,195312
Сент-Луис 2021,Эльче,8,195312
Сент-Луис 2021,Эльче,9,97656
Сент-Луис 2021,Эльче,9,97656
Сент-Луис 2021,Эльче,9,97656
Сент-Луис 2021,Эльче,9,97656
Сент-Луис 2021,Эльче,10,48828
Сент-Луис 2021,Эльче,10,48828
Сент-Луис 2021,Эльче,10,48828
Сент-Луис 2021,Эльче,10,48828
Сент-Луис 2021,Эльче,11,24414
Сент-Луис 2021,Эльче,11,24414
Сент-Луис 2021,Эльче,11,24414
Сент-Луис 2021,Эльче,11,24414
Гран-при ФИДЕ 2014,Белград,0,36000000
Гран-при ФИДЕ 2014,Белград,0,36000000
Гран-при ФИДЕ 2014,Белград,0,36000000
Гран-при ФИДЕ 2014,Белград,0,36000000
Гран-при ФИДЕ 2014,Белград,1,18000000
Гран-при ФИДЕ 2014,Белград,1,18000000
Гран-при ФИДЕ 2014,Белград,1,18000000
Гран-при ФИДЕ 2014,Белград,1,18000000
Гран-при ФИДЕ 2014,Белград,2,9000000
Гран-при ФИДЕ 2014,Белград,2,9000000
Гран-при ФИДЕ 2014,Белград,2,9000000
Гран-при ФИДЕ 2014,Белград,2,9000000
Гран-при ФИДЕ 2014,Белград,3,4500000
Гран-при ФИДЕ 2014,Белград,3,4500000
Гран-при ФИДЕ 2014,Белград,3,4500000
Гран-при ФИДЕ 2014,Белград,3,4500000
Гран-при ФИДЕ 2014,Белград,4,2250000
Гран-при ФИДЕ 2014,Белград,4,2250000
Гран-при ФИДЕ 2014,Белград,4,2250000
Гран-при ФИДЕ 2014,Белград,4,2250000
Гран-при ФИДЕ 2014,Белград,5,1125000
Гран-при ФИДЕ 2014,Белград,5,1125000
Гран-при ФИДЕ 2014,Белград,5,1125000
Гран-при ФИДЕ 2014,Белград,5,1125000
Гран-при ФИДЕ 2014,Белград,6,562500
Гран-при ФИДЕ 2014,Белград,6,562500
Гран-при ФИДЕ 2014,Белград,6,562500
Гран-при ФИДЕ 2014,Белград,6,562500
Гран-при ФИДЕ 2014,Белград,7,281250
Гран-при ФИДЕ 2014,Белград,7,281250
Гран-при ФИДЕ 2014,Белград,7,281250
Гран-при ФИДЕ 2014,Белград,7,281250
Гран-при ФИДЕ 2014,Белград,8,140625
Гран-при ФИДЕ 2014,Белград,8,140625
Гран-при ФИДЕ 2014,Белград,8,140625
Гран-при ФИДЕ 2014,Белград,8,140625
Гран-при ФИДЕ 2014,Белград,9,70312
Гран-при ФИДЕ 2014,Белград,9,70312
Гран-при ФИДЕ 2014,Белград,9,70312
Гран-при ФИДЕ 2014,Белград,9,70312
Гран-при ФИДЕ 2014,Белград,10,35156
Гран-при ФИДЕ 2014,Белград,10,35156
Гран-при ФИДЕ 2014,Белград,10,35156
Гран-при ФИДЕ 2014,Белград,10,35156
Гран-при ФИДЕ 2014,Белград,11,17578
Гран-при ФИДЕ 2014,Белград,11,17578
Гран-при ФИДЕ 2014,Белград,11,17578
Гран-при ФИДЕ 2014,Белград,11,17578
Гран-при ФИДЕ 2014,Белград,12,8789
Гран-при ФИДЕ 2014,Белград,12,8789
Гран-при ФИДЕ 2014,Белград,12,8789
Гран-при ФИДЕ 2014,Белград,12,8789
Гран-при ФИДЕ 2014,Белград,13,4395
Гран-при ФИДЕ 2014,Белград,13,4395
Гран-при ФИДЕ 2014,Белград,13,4395
Гран-при ФИДЕ 2014,Белград,13,4395
Реджо-нель-Эмилия 1965,Махадаонда,0,17000000
Реджо-нель-Эмилия 1965,Махадаонда,0,17000000
Реджо-нель-Эмилия 1965,Махадаонда,0,17000000
Реджо-нель-Эмилия 1965,Махадаонда,0,17000000
Реджо-нель-Эмилия 1965,Махадаонда,1,8500000
Реджо-нель-Эмилия 1965,Махадаонда,1,8500000
Реджо-нель-Эмилия 1965,Махадаонда,1,8500000
Реджо-нель-Эмилия 1965,Махадаонда,1,8500000
Реджо-нель-Эмилия 1965,Махадаонда,2,4250000
Реджо-нель-Эмилия 1965,Махадаонда,2,4250000
Реджо-нель-Эмилия 1965,Махадаонда,2,4250000
Реджо-нель-Эмилия 1965,Махадаонда,2,4250000
Реджо-нель-Эмилия 1965,Махадаонда,3,2125000
Реджо-нель-Эмилия 1965,Махадаонда,3,2125000
Реджо-нель-Эмилия 1965,Махадаонда,3,2125000
Реджо-нель-Эмилия 1965,Махадаонда,3,2125000
Реджо-нель-Эмилия 1965,Махадаонда,4,1062500
Реджо-нель-Эмилия 1965,Махадаонда,4,1062500
Реджо-нель-Эмилия 1965,Махадаонда,4,1062500
Реджо-нель-Эмилия 1965,Махадаонда,4,1062500
Реджо-нель-Эмилия 1965,Махадаонда,5,531250
Реджо-нель-Эмилия 1965,Махадаонда,5,531250
Реджо-нель-Эмилия 1965,Махадаонда,5,531250
Реджо-нель-Эмилия 1965,Махадаонда,5,531250
Реджо-нель-Эмилия 1965,Махадаонда,6,265625
Реджо-нель-Эмилия 1965,Махадаонда,6,265625
Реджо-нель-Эмилия 1965,Махадаонда,6,265625
Реджо-нель-Эмилия 1965,Махадаонда,6,265625
Реджо-нель-Эмилия 1965,Махадаонда,7,132812
Реджо-нель-Эмилия 1965,Махадаонда,7,132812
Реджо-нель-Эмилия 1965,Махадаонда,7,132812
Реджо-нель-Эмилия 1965,Махадаонда,7,132812
Реджо-нель-Эмилия 1965,Махадаонда,8,66406
Реджо-нель-Эмилия 1965,Махадаонда,8,66406
Реджо-нель-Эмилия 1965,Махадаонда,8,66406
Реджо-нель-Эмилия 1965,Махадаонда,8,66406
Реджо-нель-Эмилия 1965,Махадаонда,9,33203
Реджо-нель-Эмилия 1965,Махадаонда,9,33203
Реджо-нель-Эмилия 1965,Махадаонда,9,33203
Реджо-нель-Эмилия 1965,Махадаонда,9,33203
Реджо-нель-Эмилия 1965,Махадаонда,10,16602
Реджо-нель-Эмилия 1965,Махадаонда,10,16602
Реджо-нель-Эмилия 1965,Махадаонда,10,16602
Реджо-нель-Эмилия 1965,Махадаонда,10,16602
Реджо-нель-Эмилия 1965,Махадаонда,11,8301
Реджо-нель-Эмилия 1965,Махадаонда,11,8301
Реджо-нель-Эмилия 1965,Махадаонда,11,8301
Реджо-нель-Эмилия 1965,Махадаонда,11,8301
Политика 1964,Овьедо,0,44000000
Политика 1964,Овьедо,0,44000000
Политика 1964,Овьедо,0,44000000
Политика 1964,Овьедо,0,44000000
Политика 1964,Овьедо,1,22000000
Политика 1964,Овьедо,1,22000000
Политика 1964,Овьедо,1,22000000
Политика 1964,Овьедо,1,22000000
Политика 1964,Овьедо,2,11000000
Политика 1964,Овьедо,2,11000000
Политика 1964,Овьедо,2,11000000
Политика 1964,Овьедо,2,11000000
Политика 1964,Овьедо,3,5500000
Политика 1964,Овьедо,3,5500000
Политика 1964,Овьедо,3,5500000
Политика 1964,Овьедо,3,5500000
Политика 1964,Овьедо,4,2750000
Политика 1964,Овьедо,4,2750000
Политика 1964,Овьедо,4,2750000
Политика 1964,Овьедо,4,2750000
Политика 1964,Овьедо,5,1375000
Политика 1964,Овьедо,5,1375000
Политика 1964,Овьедо,5,1375000
Политика 1964,Овьедо,5,1375000
Политика 1964,Овьедо,6,687500
Политика 1964,Овьедо,6,687500
Политика 1964,Овьедо,6,687500
Политика 1964,Овьедо,6,687500
Политика 1964,Овьедо,7,343750
Политика 1964,Овьедо,7,343750
Политика 1964,Овьедо,7,343750
Политика 1964,Овьедо,7,343750
Политика 1964,Овьедо,8,171875
Политика 1964,Овьедо,8,171875
Политика 1964,Овьедо,8,171875
Политика 1964,Овьедо,8,171875
Вена 1956,Мурсия,0,27000000
Вена 1956,Мурсия,0,27000000
Вена 1956,Мурсия,0,27000000
Вена 1956,Мурсия,0,27000000
Вена 1956,Мурсия,1,13500000
Вена 1956,Мурсия,1,13500000
Вена 1956,Мурсия,1,13500000
Вена 1956,Мурсия,1,13500000
Вена 1956,Мурсия,2,6750000
Вена 1956,Мурсия,2,6750000
Вена 1956,Мурсия,2,6750000
Вена 1956,Мурсия,2,6750000
Вена 1956,Мурсия,3,3375000
Вена 1956,Мурсия,3,3375000
Вена 1956,Мурсия,3,3375000
Вена 1956,Мурсия,3,3375000
Вена 1956,Мурсия,4,1687500
Вена 1956,Мурсия,4,1687500
Вена 1956,Мурсия,4,1687500
Вена 1956,Мурсия,4,1687500
Вена 1956,Мурсия,5,843750
Вена 1956,Мурсия,5,843750
Вена 1956,Мурсия,5,843750
Вена 1956,Мурсия,5,843750
Аэрофлот Опен 1955,Сантьяго-де-Компостела,0,42000000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,0,42000000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,0,42000000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,0,42000000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,1,21000000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,1,21000000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,1,21000000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,1,21000000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,2,10500000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,2,10500000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,2,10500000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,2,10500000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,3,5250000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,3,5250000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,3,5250000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,3,5250000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,4,2625000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,4,2625000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,4,2625000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,4,2625000
Аэрофлот Опен 1955,Сантьяго-де-Компостела,5,1312500
Аэрофлот Опен 1955,Сантьяго-де-Компостела,5,1312500
Аэрофлот Опен 1955,Сантьяго-де-Компостела,5,1312500
Аэрофлот Опен 1955,Сантьяго-де-Компостела,5,1312500
Аэрофлот Опен 1955,Сантьяго-де-Компостела,6,656250
Аэрофлот Опен 1955,Сантьяго-де-Компостела,6,656250
Аэрофлот Опен 1955,Сантьяго-де-Компостела,6,656250
Аэрофлот Опен 1955,Сантьяго-де-Компостела,6,656250
Аэрофлот Опен 1955,Сантьяго-де-Компостела,7,328125
Аэрофлот Опен 1955,Сантьяго-де-Компостела,7,328125
Аэрофлот Опен 1955,Сантьяго-де-Компостела,7,328125
Аэрофлот Опен 1955,Сантьяго-де-Компостела,7,328125
Аэрофлот Опен 1955,Сантьяго-де-Компостела,8,164062
Аэрофлот Опен 1955,Сантьяго-де-Компостела,8,164062
Аэрофлот Опен 1955,Сантьяго-де-Компостела,8,164062
Аэрофлот Опен 1955,Сантьяго-де-Компостела,8,164062
Аэрофлот Опен 1955,Сантьяго-де-Компостела,9,82031
Аэрофлот Опен 1955,Сантьяго-де-Компостела,9,82031
Аэрофлот Опен 1955,Сантьяго-де-Компостела,9,82031
Аэрофлот Опен 1955,Сантьяго-де-Компостела,9,82031
Аэрофлот Опен 1955,Сантьяго-де-Компостела,10,41016
Аэрофлот Опен 1955,Сантьяго-де-Компостела,10,41016
Аэрофлот Опен 1955,Сантьяго-де-Компостела,10,41016
Аэрофлот Опен 1955,Сантьяго-де-Компостела,10,41016
Аэрофлот Опен 1955,Сантьяго-де-Компостела,11,20508
